회차	댓글
94	우리나라 사회는 진성이처럼 재능이있어도 겉으로 못드러내는 사람들이 많은것같다. 많은길이 있음에도 대부분이 한길만 보고 달려가느라 정작본인이 잘하는일은 못찾고 살아가는것같다.ㅠ 남들이 다 간다고 가는것보다 내가 가고싶은길을가는게 좋은듯 모두가 한가지 길로 달리면 1등이 1명만 나오지만 100가지 길로 달리면 1등이 100명이 나온다.... 우리나라처럼 1등만 알아주는 사회도문제고 남들다 하는대로 따라가니까 본인의 재능을 못찾는 청소년들이 많은 것 같다.
94	핵심은 미진이가 아닌 브라우니 를 구해준거네
94	이번편 진성이를 보아 "누군가를 위해 포기하지않는 끈기"와 진성이의 마음이 절실하게 느껴졌다. 진성이가 누구에게 지지않는 모습을 보니 이번편은 느끼는게 많습니다. 게다가 오늘 편은 덕화가 비록 키작고 뚱뚱하고 못생겼다고해서 그런 덕화를 진호빈이 부러워하는것같은 표정을 봤을때 속이 시원했고, 덕화의 노력이 헛된게 아니라는것을 다시 한번느낍니다. 작가님의 웹툰은 항상 저에게 와닿게 해주는 좋은 웹툰인것같습니다. 이런 웹툰을 그려줘서 항상 고맙습니다!! 요즘 좀 날씨 살살하던데 감기 조심하세요!! 작가님 화이팅!!☆
94	져주지 라는 사람들 뭐냐 운동 한번도 안해봄? 저기서 져주면 뭔 느낌인지 모르나?
94	아니 댓글에 자꾸 형석이한테 져주지... 이러는사람있는데 오히려 져주는게 상대를 짓밟는짓이라곤 생각안하나요 만약에 형석이가 일부러 져주면 과연 진성이가 그걸 못알아챌가요? 그리고 다툼일어나겠죠 "왜 일부러 져줬냐" 오히려 그런 징징대는말이 스토리를 더 질질끄는겁니다 짧게문장으로 댓글에 자꾸 징징대지 말아주세요
94	형석이와 미진이가 안어울리다고 하신분이 있어서 댓글담. ㅇㅇ재열이 형석이 밀어주자
94	?9월3일은 박태준 작가님의 생신입니다! 축하해주세요 이런좋은 웹툰 만들주셔서 감사합니다♡♡ 생신축하드려요
94	작가님 페북에 미리보기 결제한거 스크랩해서 올리는 놈이 있어요그200원 아까워서 그걸 보는 사람들도 있구요 이런거 신고해야 되는거 아니에요? 저작권법 위반으로??
94	떨어지는거 다잡으면 떨어지는 내성적좀 잡아줘
94	스포하나할게요.. 다음편은 아침에보세요
94	작가님 페이스북에서 "만화보자"라는 페이지에서 미리보기편 올라오는데요?
95	솔직히 소름 쫙끼침
95	응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애응애오늘 무서우니까 아기인형 가지고 자야지 대비 클라쓰 진짜 소름 쫙 끼침 이띠 작가님 이러면 무서워해요ㅠㅠ
95	좋아요 안누르면 잘때 창문에서 애기엄마가 쳐다봄
95	이글 좋아요안누른사람 자고있을때 저여자 침대밑에 있어라
95	좋아요 안누르면 이불안에서 애기엄마가 보고있음
95	솔직히 왠만한 공포웹툰보다 무서웠다 손들어
95	솔찍히 가벼운 마음으로 봣다가 온몸에 소름돋았다. 손
95	아 좋아요 안누르면 뭐 귀신나온다 극혐이다;;배뎃 수준봐..
95	누구보다 빠르게 남들과는 다르게 1등
95	와 남량특집 별거아닐거라 생각했는데....
95	깜짝놀라서폰던졌는데동생이받음;
95	솔직히 댓글먼저 본사람 손들어
95	좋아요 안누르면 어떻게어떻게 된다 이런 댓글들보고 그렇게 되는거 상상하고 무서워서 좋아요 다 눌렀는데 겁나 짜증난다;;
95	좋아요 안누르면 자고있을때 몸을톡톡 건드려서 깨우고 잡아감
95	애기엄마보다 스토커가 무섭다 손
96	재열이아닐까?
96	DG : GD장우동 : 장동우 라솔 : 솔라 애국가 부르고 합격한 사람 : 김희철
96	ptj=박태준
96	3번째신입 재열이였으면 좋겠다...
96	장우동-인피니트 장동우 라솔-마마무 솔라
96	장우동=인피니트장동우라솔=마마무솔라ㅋㅋㅋㅋㅋㄱㅋㄱㅋㅌ
96	아루는 유라ARU=URA
96	왜이렇게 불쾌하지......원래 이런만환데 오늘따라 불쾌해요....덕화뭔가 비참해질거같은?
96	저 3번째 신입다리가 남자다리는 아닌걸로 보입니다 그런데 형석이가 "쟤는" 이라고했습니다 형석이는 보통 친구를 보면 기쁜 표정을 짓는데 지금 저 표정은 놀란 표정입니다 제 생각이지만 아마 수정이(몸 2개가진 여자)인것같습니다 60화를 보면 수정이가 박형석을 생각하며 오빠들처럼 무언가에 뛰어난 재능을 가진건가 하며 DG를 생각했습니다 그 회장이란 사람의 회사에 DG가있으니 회장의 회사는 PTJ인것 같습니다 그리고 면접보고나서 여자면접관이 남자 면접관에게 저런 애를 어디서 찾았냐고하자 남자면접관이 내가 찾은거 아니라고했습니다 그러므로 회장의 회사가 PTJ인것은 제생각이지만 확실한것같습니다 그래서 회장이 박형석을 계속 지켜보라고 수정이를 형석이 팀에 넣은것은 아닐까 십습니다 모두가 볼수있게 좀 올려주세요
96	아루는 뭐임?
96	중간에 유리넘어에 있는 DG.. GD랑 존똑임...
96	DG고 싶냐?
96	박태준님이랑 장동우님이랑 친하시대요! 왕!
96	지각이라는 ㅅㄲ들은 뭐냐... 아직 11시도 안됐는데
96	계속 들어갓다나왓다하고잇는사람 손
97	홍재혜 재열이 동생인듯
97	재열이랑 재혜랑 같은몸일수도....특이하게 성이 다른 몸을 가지고있는거죠 재혜가 원래몸이고 그래서 재열이도 형석이를 좋아하는(?)행동을 보인걸수도...
97	저기 저 재혜가 계산한 카드는 아메리칸 익스프레스 사의 카드로 일명 블랙카드 입니다. 세계적인 인사들 극소수만이 가질 수 있다죠. 재혀가 저걸 가진 걸 보니 뭔가 굉장히 큰 빽이 잇지 않나 예상해봅니다
97	베뎃님말처럼 홍제혜도 재열이 동생인것 같네요 재열이 성이 홍이니까
97	재혜가 쓴 카드 (아메리칸 익스프레스 블랙카드) : 전세계 70억명중 단 1만명만 가지고 있다는 VVVIP CARD. 한도 무제한 세계모든 가수콘서트,스포츠경기 매진되었어도 이카드만 보여주면 일등석관람권 제공 새벽 4시에도 전화만하면 명품매장 오픈해야함 현재까지 기록된 단일구매금액 최고액은 콩고드 구입대금 300억 미국의 어느 마켓에서는 이 카드 한장 보여주면 모든 직원이 1시간 일찍 출근해야함 비행기 좌석 예약시 자동 퍼스트 클래스 업그레이드 (모든 항공사) 세계 주요 대도시에서 쇼핑을 할경우 쇼핑 도우미, 통역사 대절 해외 여행시 최상위급 여행사 및 관광 안내원 카드 가운대에 박힌건 실제 다이아몬드임
97	1. 형석이 헤헿하면서 자기머리를 긁는다2. 바스코가 눈물을 주룩흘리며 실망이다.. 라는 문구 3. 하늘이가 가슴을모으며 아잉 미안해라고하는문구 4. 통통한형석이가 조깅을하는것 5. 통통한형석이가 일하면서 바빠!라는문구 6. 바스코가 초코에몽을주며 맛있게 먹어라고하는 문구 7. 바스코가 권투자세를하며 혼내준다 라는문구 8. 형석이 어머니가 잘지내지? 하며 웃으시는것 9. 재열이가 강아지 산책시키며 덜덜떠는것 10. 진성이가 술취해서 사랑해하는문구 작가님이 볼수있게 부탁드려요!
97	너희사람잘못봣다...너흰 다OOO
97	마지막 버스 정류장에 나온 여자는 엄청 유명한 연예인 아루입니다
97	배댓개천재네
97	우동 선배는 개인적으로 볼때 작가님이 굉장히 공들여 구상한 캐릭터가 아닌가 합니다.흔히 나오는 잘생긴 단역 악역도 아닌 것 같고, 도중도중 보이는 모습들은 깊이있는 내면을 암시합니다. 이번 에피소드 혹은 '연예인 기획사'라는 사회에 상당히 밀접한 전개를 해 나갈 외모지상주의의 향후 스토리에 꽤나 비중있는 의미를 시사할 캐릭터가 아닌가 합니다.
97	저 우동형 꼭 성공했으면 좋겠다.
97	재혜가 들고있는 카드는 아메리칸 익스프레스사의 아메리칸 익스프레스 센츄리온(일명 블랙카드)입니다. 전세계 약 1만명만 소지할 수 있는 신용카드이며 연회비200만원(아래 단계인 플레티넘 카드는 연회비 약 20만원)에 1년에 2억 5천만원 이상을 결제해야하며 회사에서 초청을 받은 사람만 만들 수 있습니다. 초청 기준은 발표되지 않았지만 소유자들의 평균 연봉은 약 10억원이며 소유 자산은 140억원입니다. 소유자로는 즐라탄 이브라히모비치 빌게이츠 등이 있으며 항공티켓 예매시 자동으로 비즈니스 클래스로 승격 콘서트및 스포츠 등 관람시 VIP석 우선 예약 쇼핑시 도우미 요청가능 등의 혜택이 있습니다. 즉 재혜는 엄청난 금수저
97	미끼를 물어버린것이여
97	아이고 동우야ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 꼭 성공해줘라ㅠㅠㅠㅠ 우리 우동이혀유ㅠㅠㅠㅠㅠㅠ
97	형석이 알뜰하게 사는 건 좋은데 궁상떠는거 적당히 했으면 좋겟네 ;; 무슨 남의 음식을 맘대로 가져오려고 하고 있냐;; 저건 알뜰하고 근검절약이 아니라 거지근성이라는 생각이들고 보는 내가 부끄럽네....
98	형석이가 습득력빠르다고 칭찬받을때 덕화 뒤돌아 잇는거 마음 아프다..
98	DG가 보고있는게 형석이가 아니라 덕화였으면 좋겠다 실력있는 래퍼로 키워준다고
98	덕화 불쌍해 ㅜㅜ
98	여러분 덕화는 나중에 최고의 래퍼가 될겁니다.덕화=더콰(더콰이엇)
98	대표 나만 박태준인줄 알았나ㅋㅋㅋ
98	지호 줫나 나대는거 짜증나지 않음? 자기 도와준지 얼마나 됐는데 덕화보고 뭐라하는거 보소
98	그럼 형석이 군대도 두번가?
98	덕화 자존감 진짜 떨어지겠다 신입이라 둘이 비교될건 뻔하고솔직히 까놓고 봤을때 잘생긴 형석이보다 잘하는 모습을 보여줘야하는데 형석이는 몸이 2개니까 노력도 2배로 할 수 있으니 그냥 씹사기캐.. 덕화도 진짜 많이 연습했을텐데 몸2개인 형석이를 어케따라가..
98	군대를 왜 두번감. 갑자기 나온몸이라 출생신고도 안했을텐데
98	난 순간 업 뜬거보고 내 눈을 의심함
98	하 어머니 말리지마세요 결제하겠습니다
98	작가님 몸 불사르시면서 열심히 그려주셔서 감사해요매주 재밌게 보고있습니다 ㅎㅎ!!!
98	덕화는 더콰이엇말하는게아니고 페북스타 편덕화씨 모티브인데 베플님잘못알고계신듯
98	작가님 c반 연습생들 연습실 들어갈때전부 몸이 두개로 겹쳐 있어요
98	지호 걍 꺼졌으면
99	소름..;; 연기 대본이 어떻게 딱...축복인게야.
99	우동이랑 아루랑 연애햇엇는데 무슨일이 잇엇나봅니다
99	진짜 덕화 욕하는거 못봐주겠네 지들이 잘났으면 얼마나 잘났다고;;
99	그와중에 덕화 무시당하는거 너무 안쓰럽다.....ㅠㅠ
99	아루 바람핀다에 내 롤 다이야계정건다 ㄱ
99	덕화처럼 무시당하는기분이 너무 공감돼서 싫다
99	배댓된사람 은 세가지 유형임1. 실제로는 덕화 같은애 싫어하면서 넷상에선 좋아하기 2. 덕화랑 같은 처지라서 공감하는사람들 3.예외
99	아하 이제 이해 했네요 아루가 우동이하고 연애했다는 거였네요! 잘 모르는 상태에서 댓글 올린거라..
99	베댓들 넷상에서 착한척 하지마라 꼴보기싫다
99	니들 어느날 갑작이 뮤직뱅크에 덕화같은애가 나오면 "저 3끼 뭐야?"라고 욕안할자신 있냐? 내생각엔 절반은 커녕 10%도 안될꺼같은데ㅋㅋㅋㅋ이게 현실이지
99	。゜ ・。。゜・。❅゜゜・ 。゜・ ❄゜・。❅゜❅ ゜・。❅ ゜。゜・・❄゜작가님 항상 몸조심해요・。゜❅゜ ゜゜。。゜・。。。゜・ 。❄・❅゜゜・。゜・ ❄❅゜゜・。゜・・。。゜・。。。❅❅゜゜・。。゜외모지상주의 화이팅・。。。゜・❅ ゜・。❅゜ ゜。゜・・❄゜・。゜❅゜゜゜。。゜・。。。゜・。❄・❅゜゜・。❄゜・。❅゜。❄・❅゜゜。゜・ 。゜ ・。。 。゜
99	바스코 보고싶다
99	덕화 너무 불쌍 덕화가 못생겼다고 저러는 거 별로다.
99	그래.. 베댓님 공감이네요. 저도 안 그래야지 하면서도 어느새 외모지상주의 라는 틀에 빠져서 저도 모르게 못생긴 사람을 보면 얼굴을 찌푸리기도 하고 일부로 피하기도 하고 사람들이 까면 덩달아 까기도 한 것 같네요. 외모지상주의 웹툰 보면서 재미로 볼 때도 많지만 가끔은 오히려 베댓들 보고 더 반성하게 되는 것 같아요. 그래도 베댓에는 저렇게 착한 척이라도 좋으니 저런 댓글들이 올라오면 좋겠네요. 아무래도 사람들이 베댓을 가장 많이 보고 베댓에 동화되기도 쉬운데 그런 베댓들마저 외모지상주의에 젖어 있는 댓글이어서 사람들이 그렇게 생각하게 되는 것보다는 몇 개는 가식이더라도 차라리 사람들이 더 그렇게 생각하게 되고 반성하게 되는게 낫지 않을까 싶습니다.
